Utilization Type,State,NDC,Labeler Code,Product Code,Package Size,Year,Quarter,Suppression Used,Product Name,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
FFSU,TX,2771559,2,7715,59,2022,4,False,BASAGLAR 1,345.0,32.0,7592.13,6413.74,1178.39
MCOU,TX,2772411,2,7724,11,2022,4,False,TALTZ 80 M,24.0,23.0,145800.45,145800.45,0.0
MCOU,TX,2775205,2,7752,5,2022,4,False,INSULIN LI,5739.0,431.0,58823.49,58662.96,160.53
FFSU,TX,2775205,2,7752,5,2022,4,True,INSULIN LI,,,,,
MCOU,TX,2803101,2,8031,1,2022,4,False,GLUCAGON 1,406.2,293.0,109041.59,106822.75,2218.84
FFSU,TX,2803101,2,8031,1,2022,4,True,GLUCAGON 1,,,,,
MCOU,TX,2814801,2,8148,1,2022,4,True,HUMATROPE ,,,,,
MCOU,TX,2814901,2,8149,1,2022,4,True,HUMATROPE ,,,,,
MCOU,TX,2821501,2,8215,1,2022,4,False,HUMULIN R ,17251.5,1288.0,248279.88,244685.98,3593.9
FFSU,TX,2821501,2,8215,1,2022,4,False,HUMULIN R ,230.0,18.0,3474.95,3474.95,0.0
MCOU,TX,2821517,2,8215,17,2022,4,False,HUMULIN R ,963.0,201.0,13767.57,13767.57,0.0
FFSU,TX,2821517,2,8215,17,2022,4,False,HUMULIN R ,36.0,12.0,617.44,617.44,0.0
MCOU,TX,2823305,2,8233,5,2022,4,False,INSULIN LI,1740.0,82.0,17790.02,17790.02,0.0
MCOU,TX,2831501,2,8315,1,2022,4,False,HUMULIN N ,22400.0,1456.0,321666.41,311804.8,9861.61
FFSU,TX,2831501,2,8315,1,2022,4,False,HUMULIN N ,230.0,18.0,3488.57,3488.57,0.0
FFSU,TX,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,TX,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,TX,2840001,2,8400,1,2022,4,False,FORTEO 600,184.8,77.0,297674.45,297674.45,0.0
FFSU,TX,2850101,2,8501,1,2022,4,True,HUMULIN R ,,,,,
MCOU,TX,2850101,2,8501,1,2022,4,False,HUMULIN R ,2580.0,102.0,184880.93,176605.31,8275.62
MCOU,TX,2871501,2,8715,1,2022,4,False,HUMULIN 70,23930.0,1169.0,345140.0,343916.98,1223.02
FFSU,TX,2871501,2,8715,1,2022,4,False,HUMULIN 70,109.5,18.0,3703.94,3703.94,0.0
FFSU,UT,2143301,2,1433,1,2022,4,True,TRULICITY ,,,,,
MCOU,UT,2143301,2,1433,1,2022,4,True,TRULICITY ,,,,,
MCOU,UT,2143380,2,1433,80,2022,4,False,TRULICITY ,1100.5,534.0,507160.8,502589.22,4571.58
FFSU,UT,2143380,2,1433,80,2022,4,False,TRULICITY ,449.0,225.0,192668.12,188780.34,3887.78
MCOU,UT,2143480,2,1434,80,2022,4,False,TRULICITY ,1568.0,742.0,716488.49,697280.33,19208.16
FFSU,UT,2143480,2,1434,80,2022,4,False,TRULICITY ,587.0,287.0,251419.55,248656.45,2763.1
MCOU,UT,2143601,2,1436,1,2022,4,True,EMGALITY  ,,,,,
FFSU,UT,2143601,2,1436,1,2022,4,True,EMGALITY  ,,,,,
MCOU,UT,2143611,2,1436,11,2022,4,False,EMGALITY  ,209.0,202.0,138640.85,135200.54,3440.31
FFSU,UT,2143611,2,1436,11,2022,4,False,EMGALITY  ,12.0,11.0,7663.58,6558.52,1105.06
FFSU,UT,2144501,2,1445,1,2022,4,True,TALTZ     ,,,,,
FFSU,UT,2144509,2,1445,9,2022,4,True,TALTZ     ,,,,,
MCOU,UT,2144509,2,1445,9,2022,4,True,TALTZ     ,,,,,
FFSU,UT,2144511,2,1445,11,2022,4,True,TALTZ     ,,,,,
MCOU,UT,2144511,2,1445,11,2022,4,False,TALTZ     ,95.0,81.0,697466.23,697466.23,0.0
FFSU,UT,2144527,2,1445,27,2022,4,True,TALTZ     ,,,,,
MCOU,UT,2145780,2,1457,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,UT,2146080,2,1460,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,UT,2147180,2,1471,80,2022,4,True,MOUNJARO 1,,,,,
MCOU,UT,2148480,2,1484,80,2022,4,True,MOUNJARO 7,,,,,
MCOU,UT,2149580,2,1495,80,2022,4,False,MOUNJARO 5,32.0,16.0,15308.92,15308.92,0.0
MCOU,UT,2150680,2,1506,80,2022,4,True,MOUNJARO 2,,,,,
MCOU,UT,2223601,2,2236,1,2022,4,True,TRULICITY ,,,,,
MCOU,UT,2223680,2,2236,80,2022,4,False,TRULICITY ,856.0,416.0,401967.41,397395.7,4571.71
FFSU,UT,2223680,2,2236,80,2022,4,False,TRULICITY ,178.0,89.0,76584.56,76583.06,1.5
FFSU,UT,2237711,2,2377,11,2022,4,True,EMGALITY  ,,,,,
MCOU,UT,2237711,2,2377,11,2022,4,False,EMGALITY  ,54.0,53.0,34567.01,34567.01,0.0
MCOU,UT,2298060,2,2980,60,2022,4,True,RETEVMO   ,,,,,
MCOU,UT,2311509,2,3115,9,2022,4,True,EMGALITY  ,,,,,
MCOU,UT,2318201,2,3182,1,2022,4,True,TRULICITY ,,,,,
FFSU,UT,2318280,2,3182,80,2022,4,False,TRULICITY ,109.0,59.0,46870.74,46870.73,0.01
MCOU,UT,2318280,2,3182,80,2022,4,False,TRULICITY ,526.0,257.0,263946.26,257267.63,6678.63
FFSU,UT,2323930,2,3239,30,2022,4,True,STRATTERA ,,,,,
FFSU,UT,2325130,2,3251,30,2022,4,True,STRATTERA ,,,,,
FFSU,UT,2327030,2,3270,30,2022,4,True,CYMBALTA  ,,,,,
MCOU,UT,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
FFSU,UT,2418230,2,4182,30,2022,4,True,OLUMIANT  ,,,,,
MCOU,UT,2431208,2,4312,8,2022,4,True,REYVOW    ,,,,,
FFSU,UT,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
MCOU,UT,2449108,2,4491,8,2022,4,False,REYVOW    ,144.0,18.0,12574.65,12574.65,0.0
FFSU,UT,2449108,2,4491,8,2022,4,True,REYVOW    ,,,,,
MCOU,UT,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
FFSU,UT,2533754,2,5337,54,2022,4,True,VERZENIO  ,,,,,
MCOU,UT,2533754,2,5337,54,2022,4,False,VERZENIO  ,1120.0,20.0,269985.88,269985.88,0.0
MCOU,UT,2614511,2,6145,11,2022,4,False,BAQSIMI   ,64.0,40.0,17642.26,17156.91,485.35
FFSU,UT,2614527,2,6145,27,2022,4,True,BAQSIMI   ,,,,,
MCOU,UT,2614527,2,6145,27,2022,4,False,BAQSIMI   ,106.0,53.0,30217.29,24320.92,5896.37
MCOU,UT,2751001,2,7510,1,2022,4,False,HUMALOG   ,3970.0,179.0,109290.3,105306.09,3984.21
FFSU,UT,2751001,2,7510,1,2022,4,False,HUMALOG   ,5055.0,316.0,135475.36,134979.63,495.73
FFSU,UT,2751017,2,7510,17,2022,4,False,HUMALOG   ,308.05,65.0,8544.51,8544.51,0.0
MCOU,UT,2751017,2,7510,17,2022,4,False,HUMALOG   ,69.35,101.0,1989.24,1942.16,47.08
MCOU,UT,2751101,2,7511,1,2022,4,True,HUMALOG MI,,,,,
FFSU,UT,2751101,2,7511,1,2022,4,True,HUMALOG MI,,,,,
MCOU,UT,2751201,2,7512,1,2022,4,True,HUMALOG MI,,,,,
MCOU,UT,2751659,2,7516,59,2022,4,False,HUMALOG   ,279.0,14.0,13387.84,12452.26,935.58
FFSU,UT,2751659,2,7516,59,2022,4,True,HUMALOG   ,,,,,
MCOU,UT,2762301,2,7623,1,2022,4,False,ALIMTA    ,14.0,14.0,39457.28,4189.58,35267.7
FFSU,UT,2763511,2,7635,11,2022,4,True,ZYPREXA RE,,,,,
FFSU,UT,2763611,2,7636,11,2022,4,False,ZYPREXA RE,78.0,64.0,66107.9,66107.9,0.0
FFSU,UT,2763711,2,7637,11,2022,4,False,ZYPREXA RE,94.0,94.0,107622.5,107622.5,0.0
MCOU,UT,2764001,2,7640,1,2022,4,False,ALIMTA    ,42.0,14.0,23061.58,2490.43,20571.15
MCOU,UT,2766901,2,7669,1,2022,4,False,CYRAMZA   ,410.0,11.0,49476.55,49476.55,0.0
FFSU,UT,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,UT,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
MCOU,UT,2767801,2,7678,1,2022,4,False,CYRAMZA   ,650.0,13.0,78150.5,78150.5,0.0
FFSU,UT,2771227,2,7712,27,2022,4,True,HUMALOG KW,,,,,
MCOU,UT,2771227,2,7712,27,2022,4,False,HUMALOG KW,1536.0,75.0,106376.41,106376.41,0.0
FFSU,UT,2771459,2,7714,59,2022,4,False,HUMALOG KW,153.0,11.0,5418.57,5418.57,0.0
MCOU,UT,2771459,2,7714,59,2022,4,False,HUMALOG KW,282.0,20.0,10959.62,9541.0,1418.62
MCOU,UT,2771501,2,7715,1,2022,4,True,BASAGLAR  ,,,,,
MCOU,UT,2771559,2,7715,59,2022,4,False,BASAGLAR  ,43305.0,2570.0,988585.84,981463.45,7122.39
MCOU,UT,2772411,2,7724,11,2022,4,False,TALTZ     ,22.0,18.0,142417.66,142417.66,0.0
FFSU,UT,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
MCOU,UT,2772801,2,7728,1,2022,4,True,LYUMJEV   ,,,,,
MCOU,UT,2773701,2,7737,1,2022,4,False,INSULIN LI,13710.0,567.0,102475.93,100148.19,2327.74
FFSU,UT,2773701,2,7737,1,2022,4,True,INSULIN LI,,,,,
MCOU,UT,2775205,2,7752,5,2022,4,False,INSULIN LI,1212.0,92.0,11404.28,11304.44,99.84
MCOU,UT,2803101,2,8031,1,2022,4,False,GLUCAGON  ,76.0,63.0,22207.16,21529.53,677.63
FFSU,UT,2803101,2,8031,1,2022,4,True,GLUCAGON  ,,,,,
FFSU,UT,2820705,2,8207,5,2022,4,True,LYUMJEV KW,,,,,
MCOU,UT,2820705,2,8207,5,2022,4,True,LYUMJEV KW,,,,,
FFSU,UT,2821501,2,8215,1,2022,4,True,HUMULIN R ,,,,,
MCOU,UT,2821501,2,8215,1,2022,4,False,HUMULIN R ,674.0,43.0,11577.8,11577.8,0.0
FFSU,UT,2821517,2,8215,17,2022,4,True,HUMULIN R ,,,,,
MCOU,UT,2821517,2,8215,17,2022,4,False,HUMULIN R ,146.05,72.0,605.69,599.74,5.95
FFSU,UT,2822259,2,8222,59,2022,4,True,INSULIN LI,,,,,
MCOU,UT,2822259,2,8222,59,2022,4,False,INSULIN LI,15873.0,841.0,161384.07,161193.53,190.54
MCOU,UT,2823305,2,8233,5,2022,4,True,INSULIN LI,,,,,
MCOU,UT,2831501,2,8315,1,2022,4,False,HUMULIN N ,990.0,62.0,15978.09,15978.09,0.0
FFSU,UT,2831501,2,8315,1,2022,4,True,HUMULIN N ,,,,,
MCOU,UT,2831517,2,8315,17,2022,4,True,HUMULIN N ,,,,,
MCOU,UT,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
FFSU,UT,2840001,2,8400,1,2022,4,True,FORTEO    ,,,,,
MCOU,UT,2850101,2,8501,1,2022,4,False,HUMULIN R ,340.0,20.0,24296.22,24296.22,0.0
MCOU,UT,2871501,2,8715,1,2022,4,False,HUMULIN 70,1010.2,59.0,14827.27,14827.27,0.0
FFSU,UT,2871501,2,8715,1,2022,4,True,HUMULIN 70,,,,,
MCOU,UT,2871517,2,8715,17,2022,4,True,HUMULIN 70,,,,,
MCOU,UT,2879759,2,8797,59,2022,4,False,HUMALOG MI,450.0,29.0,15761.18,15761.18,0.0
FFSU,UT,2879759,2,8797,59,2022,4,True,HUMALOG MI,,,,,
MCOU,UT,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
MCOU,VA,2143301,2,1433,1,2022,4,False,TRULICITY ,50.5,34.0,21530.98,21530.98,0.0
MCOU,VA,2143380,2,1433,80,2022,4,False,TRULICITY ,17690.0,8502.0,7635604.98,7501215.15,134389.83
FFSU,VA,2143380,2,1433,80,2022,4,False,TRULICITY ,63.0,39.0,27200.29,26622.76,577.53
MCOU,VA,2143401,2,1434,1,2022,4,False,TRULICITY ,37.0,30.0,15978.93,15978.93,0.0
MCOU,VA,2143480,2,1434,80,2022,4,False,TRULICITY ,19360.0,8862.0,8338158.92,8178696.93,159461.99
FFSU,VA,2143480,2,1434,80,2022,4,False,TRULICITY ,41.0,21.0,17653.38,17653.38,0.0
MCOU,VA,2143601,2,1436,1,2022,4,True,EMGALITY P,,,,,
FFSU,VA,2143611,2,1436,11,2022,4,True,EMGALITY P,,,,,
MCOU,VA,2143611,2,1436,11,2022,4,False,EMGALITY P,2988.0,2901.0,1897442.28,1816716.67,80725.61
MCOU,VA,2144509,2,1445,9,2022,4,True,TALTZ AUTO,,,,,
FFSU,VA,2144511,2,1445,11,2022,4,True,TALTZ AUTO,,,,,
MCOU,VA,2144511,2,1445,11,2022,4,False,TALTZ AUTO,186.0,168.0,1147531.3,1079985.79,67545.51
MCOU,VA,2144527,2,1445,27,2022,4,False,TALTZ AUTO,38.0,19.0,235546.22,235546.22,0.0
MCOU,VA,2145780,2,1457,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,VA,2146080,2,1460,80,2022,4,False,MOUNJARO  ,48.0,24.0,23480.2,18352.59,5127.61
MCOU,VA,2147180,2,1471,80,2022,4,False,MOUNJARO  ,144.0,72.0,68955.72,62781.44,6174.28
MCOU,VA,2148480,2,1484,80,2022,4,False,MOUNJARO  ,164.0,82.0,77461.2,68988.71,8472.49
MCOU,VA,2149580,2,1495,80,2022,4,False,MOUNJARO  ,630.0,309.0,299478.4,264442.82,35035.58
FFSU,VA,2149580,2,1495,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,VA,2150601,2,1506,1,2022,4,True,MOUNJARO  ,,,,,
MCOU,VA,2150680,2,1506,80,2022,4,False,MOUNJARO  ,457.0,229.0,220468.12,199603.58,20864.54
FFSU,VA,2150680,2,1506,80,2022,4,True,MOUNJARO  ,,,,,
MCOU,VA,2223601,2,2236,1,2022,4,True,TRULICITY ,,,,,
MCOU,VA,2223680,2,2236,80,2022,4,False,TRULICITY ,7063.0,3223.0,3039109.15,2968555.44,70553.71
FFSU,VA,2223680,2,2236,80,2022,4,True,TRULICITY ,,,,,
MCOU,VA,2237701,2,2377,1,2022,4,True,EMGALITY S,,,,,
MCOU,VA,2237711,2,2377,11,2022,4,False,EMGALITY S,407.0,393.0,258812.75,238252.97,20559.78
MCOU,VA,2311509,2,3115,9,2022,4,False,EMGALITY S,68.0,24.0,37664.78,29944.89,7719.89
MCOU,VA,2318201,2,3182,1,2022,4,True,TRULICITY ,,,,,
FFSU,VA,2318280,2,3182,80,2022,4,False,TRULICITY ,12.5,13.0,5411.41,5411.41,0.0
MCOU,VA,2318280,2,3182,80,2022,4,False,TRULICITY ,2964.0,1408.0,1277411.28,1253521.15,23890.13
MCOU,VA,2322730,2,3227,30,2022,4,True,STRATTERA ,,,,,
MCOU,VA,2322830,2,3228,30,2022,4,True,STRATTERA ,,,,,
MCOU,VA,2322930,2,3229,30,2022,4,True,STRATTERA ,,,,,
MCOU,VA,2323830,2,3238,30,2022,4,True,STRATTERA ,,,,,
MCOU,VA,2323930,2,3239,30,2022,4,True,STRATTERA ,,,,,
MCOU,VA,2324030,2,3240,30,2022,4,False,CYMBALTA  ,304.0,13.0,6730.71,6730.71,0.0
MCOU,VA,2324090,2,3240,90,2022,4,True,CYMBALTA  ,,,,,
MCOU,VA,2325030,2,3250,30,2022,4,False,STRATTERA ,450.0,11.0,6686.62,6686.62,0.0
MCOU,VA,2325130,2,3251,30,2022,4,True,STRATTERA ,,,,,
FFSU,VA,2327030,2,3270,30,2022,4,True,CYMBALTA  ,,,,,
MCOU,VA,2327030,2,3270,30,2022,4,False,CYMBALTA  ,810.0,17.0,6215.92,6215.92,0.0
MCOU,VA,2397760,2,3977,60,2022,4,True,RETEVMO   ,,,,,
MCOU,VA,2411230,2,4112,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,VA,2411530,2,4115,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,VA,2411704,2,4117,4,2022,4,True,ZYPREXA   ,,,,,
MCOU,VA,2411730,2,4117,30,2022,4,True,ZYPREXA   ,,,,,
MCOU,VA,2418230,2,4182,30,2022,4,False,OLUMIANT  ,570.0,17.0,47326.68,42282.39,5044.29
MCOU,VA,2431208,2,4312,8,2022,4,False,REYVOW    ,97.0,15.0,8345.47,8345.47,0.0
MCOU,VA,2441530,2,4415,30,2022,4,False,ZYPREXA   ,450.0,11.0,13161.4,13161.4,0.0
MCOU,VA,2442030,2,4420,30,2022,4,False,ZYPREXA   ,324.0,11.0,14311.36,14311.36,0.0
MCOU,VA,2445385,2,4453,85,2022,4,True,ZYPREXA ZY,,,,,
MCOU,VA,2445485,2,4454,85,2022,4,True,ZYPREXA ZY,,,,,
MCOU,VA,2445685,2,4456,85,2022,4,True,ZYPREXA ZY,,,,,
MCOU,VA,2448354,2,4483,54,2022,4,True,VERZENIO  ,,,,,
MCOU,VA,2449108,2,4491,8,2022,4,False,REYVOW    ,328.0,38.0,28174.77,26845.27,1329.5
MCOU,VA,2481554,2,4815,54,2022,4,False,VERZENIO  ,1288.0,23.0,311462.73,311462.73,0.0
FFSU,VA,2481554,2,4815,54,2022,4,True,VERZENIO  ,,,,,
MCOU,VA,2512377,2,5123,77,2022,4,False,EFFIENT   ,30.5,11.0,59223.7,59223.7,0.0
MCOU,VA,2533754,2,5337,54,2022,4,False,VERZENIO  ,2968.0,63.0,729073.41,715984.38,13089.03
FFSU,VA,2614511,2,6145,11,2022,4,True,BAQSIMI   ,,,,,
MCOU,VA,2614511,2,6145,11,2022,4,False,BAQSIMI   ,336.0,242.0,93446.18,92465.3,980.88
MCOU,VA,2614527,2,6145,27,2022,4,False,BAQSIMI   ,505.0,253.0,139398.52,131233.19,8165.33
FFSU,VA,2614527,2,6145,27,2022,4,True,BAQSIMI   ,,,,,
MCOU,VA,2751001,2,7510,1,2022,4,False,HUMALOG   ,64870.35,2364.0,1621061.92,1538561.06,82500.86
FFSU,VA,2751001,2,7510,1,2022,4,False,HUMALOG   ,390.15,28.0,9893.99,8485.43,1408.56
MCOU,VA,2751017,2,7510,17,2022,4,False,HUMALOG   ,1083.4,1266.0,1780481.5,1780360.02,121.48
FFSU,VA,2751017,2,7510,17,2022,4,False,HUMALOG   ,49.15,25.0,1416.81,965.28,451.53
FFSU,VA,2751101,2,7511,1,2022,4,True,HUMALOG MI,,,,,
MCOU,VA,2751101,2,7511,1,2022,4,False,HUMALOG MI,5201.8,194.0,158122.31,153432.32,4689.99
FFSU,VA,2751201,2,7512,1,2022,4,True,HUMALOG MI,,,,,
MCOU,VA,2751201,2,7512,1,2022,4,True,HUMALOG MI,,,,,
MCOU,VA,2751659,2,7516,59,2022,4,False,HUMALOG   ,1803.1,95.0,59552.22,58308.06,1244.16
MCOU,VA,2759701,2,7597,1,2022,4,True,ZYPREXA   ,,,,,
FFSU,VA,2762301,2,7623,1,2022,4,False,ALIMTA    ,15.2,12.0,55217.6,22864.08,32353.52
MCOU,VA,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
MCOU,VA,2763711,2,7637,11,2022,4,True,ZYPREXA RE,,,,,
FFSU,VA,2764001,2,7640,1,2022,4,False,ALIMTA    ,303.6,42.0,227498.73,66998.8,160499.93
MCOU,VA,2764001,2,7640,1,2022,4,False,ALIMTA    ,109.0,20.0,143435.04,136559.04,6876.0
FFSU,VA,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
MCOU,VA,2766901,2,7669,1,2022,4,False,CYRAMZA   ,560.0,15.0,126762.28,126762.28,0.0
FFSU,VA,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
MCOU,VA,2767801,2,7678,1,2022,4,False,CYRAMZA   ,1318.0,39.0,214121.43,214121.43,0.0
FFSU,VA,2771227,2,7712,27,2022,4,True,HUMALOG KW,,,,,
MCOU,VA,2771227,2,7712,27,2022,4,False,HUMALOG KW,2698.5,168.0,190135.57,173056.2,17079.37
FFSU,VA,2771459,2,7714,59,2022,4,True,HUMALOG JU,,,,,
MCOU,VA,2771459,2,7714,59,2022,4,False,HUMALOG JU,5769.0,390.0,193389.41,187004.07,6385.34
MCOU,VA,2771501,2,7715,1,2022,4,False,BASAGLAR K,222.0,37.0,4694.38,4694.38,0.0
MCOU,VA,2771559,2,7715,59,2022,4,False,BASAGLAR K,35031.0,2315.0,740282.2,700669.02,39613.18
FFSU,VA,2771559,2,7715,59,2022,4,True,BASAGLAR K,,,,,
MCOU,VA,2772411,2,7724,11,2022,4,False,TALTZ SYRI,27.0,27.0,165005.65,165005.65,0.0
MCOU,VA,2772801,2,7728,1,2022,4,False,LYUMJEV   ,570.0,19.0,15122.13,12997.28,2124.85
FFSU,VA,2773701,2,7737,1,2022,4,False,INSULIN LI,895.0,26.0,10556.77,3130.42,7426.35
MCOU,VA,2773701,2,7737,1,2022,4,False,INSULIN LI,45778.0,1955.0,370236.05,360224.12,10011.93
MCOU,VA,2775205,2,7752,5,2022,4,False,INSULIN LI,1989.0,139.0,20643.59,20516.96,126.63
FFSU,VA,2775205,2,7752,5,2022,4,True,INSULIN LI,,,,,
FFSU,VA,2803101,2,8031,1,2022,4,True,GLUCAGON E,,,,,
MCOU,VA,2803101,2,8031,1,2022,4,False,GLUCAGON E,95.0,73.0,27047.27,25947.33,1099.94
MCOU,VA,2814701,2,8147,1,2022,4,True,HUMATROPE ,,,,,
MCOU,VA,2814801,2,8148,1,2022,4,True,HUMATROPE ,,,,,
FFSU,VT,2143380,2,1433,80,2022,4,False,TRULICITY ,1922.0,776.0,819544.33,817616.16,1928.17
FFSU,VT,2143480,2,1434,80,2022,4,False,TRULICITY ,2304.0,841.0,975513.27,970206.81,5306.46
FFSU,VT,2143611,2,1436,11,2022,4,False,EMGALITY  ,355.0,337.0,223622.0,221902.39,1719.61
FFSU,VT,2144509,2,1445,9,2022,4,True,TALTZ     ,,,,,
FFSU,VT,2144511,2,1445,11,2022,4,False,TALTZ     ,66.0,65.0,399528.82,399528.82,0.0
FFSU,VT,2144527,2,1445,27,2022,4,True,TALTZ     ,,,,,
FFSU,VT,2145780,2,1457,80,2022,4,True,MOUNJARO 1,,,,,
FFSU,VT,2147180,2,1471,80,2022,4,True,MOUNJARO 1,,,,,
FFSU,VT,2148480,2,1484,80,2022,4,True,MOUNJARO 7,,,,,
FFSU,VT,2149580,2,1495,80,2022,4,True,MOUNJARO 5,,,,,
FFSU,VT,2150680,2,1506,80,2022,4,True,MOUNJARO 2,,,,,
FFSU,VT,2223680,2,2236,80,2022,4,False,TRULICITY ,1067.0,367.0,455085.68,449681.49,5404.19
FFSU,VT,2237711,2,2377,11,2022,4,False,EMGALITY  ,28.0,27.0,16041.63,16041.63,0.0
FFSU,VT,2311509,2,3115,9,2022,4,True,EMGALITY  ,,,,,
FFSU,VT,2318280,2,3182,80,2022,4,False,TRULICITY ,570.0,228.0,244558.11,244558.11,0.0
FFSU,VT,2323560,2,3235,60,2022,4,True,CYMBALTA  ,,,,,
FFSU,VT,2324030,2,3240,30,2022,4,True,CYMBALTA  ,,,,,
FFSU,VT,2325030,2,3250,30,2022,4,True,STRATTERA ,,,,,
FFSU,VT,2327030,2,3270,30,2022,4,False,CYMBALTA  ,862.0,11.0,7557.77,7557.77,0.0
FFSU,VT,2411530,2,4115,30,2022,4,True,ZYPREXA   ,,,,,
FFSU,VT,2442030,2,4420,30,2022,4,True,ZYPREXA   ,,,,,
FFSU,VT,2449108,2,4491,8,2022,4,True,REYVOW    ,,,,,
FFSU,VT,2533754,2,5337,54,2022,4,True,VERZENIO  ,,,,,
FFSU,VT,2614511,2,6145,11,2022,4,True,BAQSIMI   ,,,,,
MCOU,VT,2751001,2,7510,1,2022,4,True,HUMALOG   ,,,,,
FFSU,VT,2751001,2,7510,1,2022,4,False,HUMALOG   ,10884.0,226.0,273972.84,272771.8,1201.04
FFSU,VT,2751017,2,7510,17,2022,4,True,HUMALOG   ,,,,,
FFSU,VT,2751659,2,7516,59,2022,4,True,HUMALOG   ,,,,,
FFSU,VT,2762301,2,7623,1,2022,4,True,ALIMTA    ,,,,,
FFSU,VT,2764001,2,7640,1,2022,4,True,ALIMTA    ,,,,,
FFSU,VT,2766901,2,7669,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,VT,2767801,2,7678,1,2022,4,True,CYRAMZA   ,,,,,
FFSU,VT,2771227,2,7712,27,2022,4,False,HUMALOG KW,1908.0,47.0,129919.51,129919.51,0.0
FFSU,VT,2771459,2,7714,59,2022,4,False,HUMALOG KW,627.0,36.0,21704.58,21704.58,0.0
FFSU,VT,2771559,2,7715,59,2022,4,True,BASAGLAR  ,,,,,
FFSU,VT,2772411,2,7724,11,2022,4,True,TALTZ     ,,,,,
FFSU,VT,2773701,2,7737,1,2022,4,True,INSULIN LI,,,,,
FFSU,VT,2803101,2,8031,1,2022,4,False,GLUCAGON  ,97.0,55.0,25959.64,25959.64,0.0
FFSU,VT,2821501,2,8215,1,2022,4,True,HUMULIN R ,,,,,
MCOU,VT,2821517,2,8215,17,2022,4,True,HUMULIN R ,,,,,
FFSU,VT,2821517,2,8215,17,2022,4,True,HUMULIN R ,,,,,
MCOU,VT,2822201,2,8222,1,2022,4,True,INSULIN LI,,,,,
MCOU,VT,2822259,2,8222,59,2022,4,True,INSULIN LI,,,,,
FFSU,VT,2831501,2,8315,1,2022,4,True,HUMULIN N ,,,,,
FFSU,VT,2850101,2,8501,1,2022,4,True,HUMULIN R ,,,,,
FFSU,VT,2879759,2,8797,59,2022,4,True,HUMALOG MI,,,,,
FFSU,VT,2879859,2,8798,59,2022,4,True,HUMALOG MI,,,,,
FFSU,VT,2879959,2,8799,59,2022,4,False,HUMALOG KW,8313.0,326.0,279876.09,278435.54,1440.55
MCOU,VT,2879959,2,8799,59,2022,4,True,HUMALOG KW,,,,,
FFSU,VT,2880359,2,8803,59,2022,4,True,HUMULIN 70,,,,,
MCOU,VT,2880559,2,8805,59,2022,4,True,HUMULIN N ,,,,,
FFSU,VT,2880559,2,8805,59,2022,4,False,HUMULIN N ,951.0,43.0,28922.63,28922.63,0.0
FFSU,VT,2882427,2,8824,27,2022,4,False,HUMULIN R ,753.0,25.0,69394.33,69394.33,0.0
MCOU,VT,3029305,3,293,5,2022,4,False,KENALOG-40,12.0,15.0,0.0,0.0,0.0
FFSU,VT,3029305,3,293,5,2022,4,False,KENALOG-40,9.0,13.0,25.46,22.61,2.85
FFSU,VT,3029320,3,293,20,2022,4,False,KENALOG-40,134.25,62.0,435.34,427.98,7.36
FFSU,VT,3029328,3,293,28,2022,4,True,KENALOG-40,,,,,
FFSU,VT,3049420,3,494,20,2022,4,False,KENALOG-10,214.0,64.0,233.25,233.25,0.0
MCOU,VT,3049420,3,494,20,2022,4,True,KENALOG-10,,,,,
FFSU,VT,3052411,3,524,11,2022,4,True,SPRYCEL   ,,,,,
FFSU,VT,3052811,3,528,11,2022,4,True,SPRYCEL   ,,,,,
FFSU,VT,3085222,3,852,22,2022,4,True,SPRYCEL   ,,,,,
FFSU,VT,3089321,3,893,21,2022,4,False,ELIQUIS   ,15108.0,157.0,124005.6,122453.82,1551.78
FFSU,VT,3089421,3,894,21,2022,4,False,ELIQUIS   ,91110.0,898.0,753270.01,742029.99,11240.02
FFSU,VT,3089470,3,894,70,2022,4,True,ELIQUIS   ,,,,,
FFSU,VT,3089511,3,895,11,2022,4,True,SOTYKTU   ,,,,,
